,benzina_eur_l,diesel_eur_l
2019-01-07,0.46868,0.53538
2019-01-14,0.45133,0.53215
2019-01-21,0.47662,0.5681
2019-01-28,0.46067,0.56257
2019-02-04,0.48231999999999997,0.58645
2019-02-11,0.47777,0.5533899999999999
2019-02-18,0.48505000000000004,0.57397
2019-02-25,0.49810000000000004,0.59323
2019-03-04,0.49645,0.58711
2019-03-11,0.5118199999999999,0.6143
2019-03-18,0.5328200000000001,0.58265
2019-03-25,0.5524,0.60389
2019-04-01,0.54372,0.57174
2019-04-08,0.57414,0.58315
2019-04-15,0.57248,0.59711
2019-04-22,0.59744,0.612565
2019-04-29,0.6224,0.62802
2019-05-06,0.68744,0.68728
2019-05-13,0.62025,0.62282
2019-05-20,0.58885,0.60538
2019-05-27,0.63579,0.61075
2019-06-03,0.6628200000000001,0.65207
2019-06-10,0.57711,0.55926
2019-06-17,0.53967,0.55034
2019-06-24,0.57017,0.57736
2019-07-01,0.5529,0.58166
2019-07-08,0.57372,0.57868
2019-07-15,0.58298,0.57282
2019-07-22,0.59389,0.59976
2019-07-29,0.59315,0.5957899999999999
2019-08-05,0.59124,0.5986
2019-08-12,0.52554,0.5241399999999999
2019-08-19,0.5881000000000001,0.6144700000000001
2019-08-26,0.54091,0.57067
2019-09-02,0.52852,0.57108
2019-09-09,0.5252100000000001,0.62488
2019-09-16,0.52918,0.57901
2019-09-23,0.54637,0.59777
2019-09-30,0.55769,0.59182
2019-10-07,0.5650499999999999,0.5748
2019-10-14,0.55901,0.58976
2019-10-21,0.52992,0.5769500000000001
2019-10-28,0.52711,0.57786
2019-11-04,0.54174,0.59761
2019-11-11,0.54174,0.59761
2019-11-18,0.54695,0.58124
2019-11-25,0.5467000000000001,0.5863700000000001
2019-12-02,0.53463,0.5791799999999999
2019-12-09,0.5500900000000001,0.5776100000000001
2019-12-16,0.5631499999999999,0.6048
2019-12-23,0.5737,0.6220166666666667
2019-12-30,0.5842499999999999,0.6392333333333334
2020-01-06,0.5948,0.6564500000000001
2020-01-13,0.5691,0.63166
2020-01-20,0.56741,0.63083
2020-01-27,0.56257,0.60794
2020-02-03,0.5192599999999999,0.5548
2020-02-10,0.5489299999999999,0.5620700000000001
2020-02-17,0.52662,0.5548
2020-02-24,0.5367000000000001,0.56926
2020-03-02,0.53786,0.57108
2020-03-09,0.49107999999999996,0.51744
2020-03-16,0.40009,0.43495999999999996
2020-03-23,0.28918,0.3991
2020-03-30,0.2743,0.40761000000000003
2020-04-06,0.30545999999999995,0.3991
2020-04-13,0.407195,0.40484
2020-04-20,0.50893,0.41058
2020-04-27,0.31177999999999995,0.36196
2020-05-04,0.34629000000000004,0.37587
2020-05-11,0.35488,0.36058
2020-05-18,0.36719999999999997,0.36801999999999996
2020-05-25,0.38356,0.39025
2020-06-01,0.40505,0.41844
2020-06-08,0.42389,0.42702999999999997
2020-06-15,0.41463,0.42323
2020-06-22,0.43195999999999996,0.41242
2020-06-29,0.42926,0.43983999999999995
2020-07-06,0.45885000000000004,0.44794
2020-07-13,0.47925999999999996,0.48314999999999997
2020-07-20,0.44645,0.44753
2020-07-27,0.47124,0.47777
2020-08-03,0.48372000000000004,0.47554
2020-08-10,0.47678,0.48531
2020-08-17,0.48091,0.47505000000000003
2020-08-24,0.4843,0.4705
2020-08-31,0.49116000000000004,0.46662
2020-09-07,0.51389,0.47844
2020-09-14,0.49389,0.45000999999999997
2020-09-21,0.46463,0.41769
2020-09-28,0.48794,0.42769
2020-10-05,0.47158,0.41587
2020-10-12,0.46662,0.43363999999999997
2020-10-19,0.47852,0.44885
2020-10-26,0.47158,0.46372
2020-11-02,0.44554000000000005,0.43686
2020-11-09,0.42083,0.42363999999999996
2020-11-16,0.42513,0.45306
2020-11-23,0.44562999999999997,0.4662
2020-11-30,0.44744,0.47257
2020-12-07,0.44282,0.46637
2020-12-14,0.45852,0.4781
2020-12-21,0.47505000000000003,0.49323
2020-12-28,0.46535333333333334,0.4893733333333333
2021-01-04,0.45565666666666665,0.4855166666666667
2021-01-11,0.44595999999999997,0.48166000000000003
2021-01-18,0.47034,0.49413999999999997
2021-01-25,0.48596,0.5160399999999999
2021-02-01,0.48066000000000003,0.50886
2021-02-08,0.50622,0.53239
2021-02-15,0.51205,0.55891
2021-02-22,0.51991,0.56435
2021-03-01,0.5242899999999999,0.5535
2021-03-08,0.56256,0.57585
2021-03-15,0.5874400000000001,0.5894199999999999
2021-03-22,0.57982,0.5749500000000001
2021-03-29,0.56692,0.57426
2021-04-05,0.56418,0.57426
2021-04-12,0.56144,0.57426
2021-04-19,0.56916,0.57496
2021-04-26,0.5738300000000001,0.57331
2021-05-03,0.5705,0.5654600000000001
2021-05-10,0.5958300000000001,0.58715
2021-05-17,0.63563,0.63064
2021-05-24,0.62197,0.6290399999999999
2021-05-31,0.59315,0.59665
2021-06-07,0.58629,0.60048
2021-06-14,0.60753,0.6046
2021-06-21,0.62458,0.64178
2021-06-28,0.63847,0.65167
2021-07-05,0.63847,0.65167
2021-07-12,0.6322000000000001,0.63482
2021-07-19,0.63366,0.63002
2021-07-26,0.65007,0.64191
2021-08-02,0.6589299999999999,0.65263
2021-08-09,0.6514099999999999,0.65301
2021-08-16,0.64278,0.63767
2021-08-23,0.6670499999999999,0.64896
2021-08-30,0.63895,0.6381100000000001
2021-09-06,0.64846,0.64012
2021-09-13,0.64879,0.64397
2021-09-20,0.66923,0.66228
2021-09-27,0.65816,0.6636299999999999
2021-10-04,0.67569,0.6981799999999999
2021-10-11,0.6961900000000001,0.71666
2021-10-18,0.74015,0.7587200000000001
2021-10-25,0.7464,0.75719
2021-11-01,0.75854,0.7700499999999999
2021-11-08,0.7825599999999999,0.7856599999999999
2021-11-15,0.79343,0.7921
2021-11-22,0.81929,0.79041
2021-11-29,0.75658,0.77897
2021-12-06,0.70709,0.72576
2021-12-13,0.69021,0.72807
2021-12-20,0.73464,0.7444500000000001
2021-12-27,0.744925,0.755615
2022-01-03,0.75521,0.76678
2022-01-10,0.76086,0.77859
2022-01-17,0.74311,0.79215
2022-01-24,0.76205,0.79716
2022-01-31,0.76915,0.81174
2022-02-07,0.7826900000000001,0.82998
2022-02-14,0.79207,0.84472
2022-02-21,0.80563,0.83813
2022-02-28,0.8336,0.87339
2022-03-07,0.89711,0.99015
2022-03-14,1.01193,1.17082
2022-03-21,0.9933099999999999,1.0967
2022-03-28,0.99915,1.16574
2022-04-04,1.03836,1.2128800000000002
2022-04-11,1.02156,1.1103599999999998
2022-04-18,1.0116450000000001,1.1301899999999998
2022-04-25,1.00173,1.15002
2022-05-02,1.0498699999999999,1.18895
2022-05-09,1.09454,1.2311400000000001
2022-05-16,1.13605,1.19649
2022-05-23,1.17073,1.1511600000000002
2022-05-30,1.15387,1.12246
2022-06-06,1.21668,1.1843
2022-06-13,1.28583,1.28997
2022-06-20,1.28896,1.3407
2022-06-27,1.23289,1.3444800000000001
2022-07-04,1.20268,1.28924
2022-07-11,1.18967,1.23349
2022-07-18,1.12318,1.2193699999999998
2022-07-25,1.09429,1.19756
2022-08-01,1.0706,1.1773900000000002
2022-08-08,1.01553,1.12693
2022-08-15,0.9839199999999999,1.0990499999999999
2022-08-22,0.9650599999999999,1.10813
2022-08-29,0.97711,1.20178
2022-09-05,0.93999,1.21477
2022-09-12,0.87891,1.1896
2022-09-19,0.89587,1.1431099999999998
2022-09-26,0.90767,1.1026500000000001
2022-10-03,0.8980499999999999,1.12019
2022-10-10,0.93669,1.1767999999999998
2022-10-17,0.98385,1.3169600000000001
2022-10-24,0.97884,1.32064
2022-10-31,0.9565,1.29871
2022-11-07,0.96213,1.2258699999999998
2022-11-14,0.9997999999999999,1.19992
2022-11-21,0.91435,1.09843
2022-11-28,0.8495900000000001,1.04249
2022-12-05,0.81486,1.02355
2022-12-12,0.79376,0.98505
2022-12-19,0.73982,0.9680599999999999
2022-12-26,0.75054,0.9796699999999999
2023-01-02,0.7940499999999999,0.99654
2023-01-09,0.7981699999999999,0.97156
2023-01-16,0.77251,0.96208
2023-01-23,0.79816,0.97703
2023-01-30,0.82825,0.9894700000000001
2023-02-06,0.8252200000000001,0.96775
2023-02-13,0.80233,0.90554
2023-02-20,0.8161,0.8999299999999999
2023-02-27,0.81469,0.87948
2023-03-06,0.80191,0.89778
2023-03-13,0.83161,0.9121
2023-03-20,0.81669,0.8573500000000001
2023-03-27,0.77308,0.8476
2023-04-03,0.79735,0.7967799999999999
2023-04-10,0.85681,0.84909
2023-04-17,0.8737,0.8520700000000001
2023-04-24,0.84196,0.81824
2023-05-01,0.8144199999999999,0.7980900000000001
2023-05-08,0.8077799999999999,0.77976
2023-05-15,0.8028099999999999,0.7740499999999999
2023-05-22,0.78886,0.77535
2023-05-29,0.81538,0.7648400000000001
2023-06-05,0.8293400000000001,0.79532
2023-06-12,0.8544400000000001,0.81612
2023-06-19,0.81559,0.78199
2023-06-26,0.81138,0.78753
2023-07-03,0.81323,0.80318
2023-07-10,0.83314,0.82298
2023-07-17,0.81045,0.81684
2023-07-24,0.81168,0.8210700000000001
2023-07-31,0.86684,0.8674
2023-08-07,0.88634,0.91349
2023-08-14,0.9208200000000001,0.9596399999999999
2023-08-21,0.8751,0.9338
2023-08-28,0.8992100000000001,0.93851
2023-09-04,0.9016799999999999,0.96341
2023-09-11,0.93824,0.9869
2023-09-18,0.8909900000000001,1.00755
2023-09-25,0.92629,1.01627
2023-10-02,0.90695,1.00698
2023-10-09,0.86073,0.99886
2023-10-16,0.8084600000000001,0.94141
2023-10-23,0.81401,0.94614
2023-10-30,0.80836,0.95012
2023-11-06,0.81083,0.9491
2023-11-13,0.7982400000000001,0.92767
2023-11-20,0.78179,0.88544
2023-11-27,0.75932,0.88267
2023-12-04,0.74805,0.87336
2023-12-11,0.74019,0.86097
2023-12-18,0.72425,0.8335499999999999
2023-12-25,0.72617,0.83608
2024-01-01,0.7163099999999999,0.81878
2024-01-08,0.70898,0.83688
2024-01-15,0.7010299999999999,0.82129
2024-01-22,0.6935800000000001,0.82913
2024-01-29,0.72142,0.8476699999999999
2024-02-05,0.73842,0.87058
2024-02-12,0.74781,0.86461
2024-02-19,0.75902,0.90486
2024-02-26,0.79139,0.92107
2024-03-04,0.76759,0.8884
2024-03-11,0.79865,0.88295
2024-03-18,0.77383,0.86233
2024-03-25,0.79053,0.88434
2024-04-01,0.8180299999999999,0.9104800000000001
2024-04-08,0.8238099999999999,0.8925299999999999
2024-04-15,0.8496699999999999,0.9141
2024-04-22,0.86641,0.8827699999999999
2024-04-29,0.84965,0.8540399999999999
2024-05-06,0.84792,0.847
2024-05-13,0.85625,0.84536
2024-05-20,0.84724,0.84627
2024-05-27,0.79659,0.80931
2024-06-03,0.7832,0.80591
2024-06-10,0.73049,0.78503
2024-06-17,0.80299,0.84148
2024-06-24,0.77046,0.8316399999999999
2024-07-01,0.7865599999999999,0.84765
2024-07-08,0.78734,0.85024
2024-07-15,0.7962,0.84996
2024-07-22,0.78088,0.8247899999999999
2024-07-29,0.81244,0.8536
2024-08-05,0.75099,0.78413
2024-08-12,0.72839,0.76348
2024-08-19,0.7537699999999999,0.78635
2024-08-26,0.7257899999999999,0.76063
2024-09-02,0.74525,0.80233
2024-09-09,0.68322,0.7471
2024-09-16,0.66231,0.72729
2024-09-23,0.69441,0.74774
2024-09-30,0.7312000000000001,0.7774800000000001
2024-10-07,0.6794600000000001,0.73885
2024-10-14,0.71004,0.7812
2024-10-21,0.71339,0.7675299999999999
2024-10-28,0.70277,0.7397
2024-11-04,0.69167,0.76155
2024-11-11,0.66926,0.7596
2024-11-18,0.68091,0.7671
2024-11-25,0.70665,0.8191799999999999
2024-12-02,0.70478,0.84825
2024-12-09,0.72135,0.80936
2024-12-16,0.68804,0.79367
2024-12-23,0.7147899999999999,0.79844
2024-12-30,0.71982,0.80072
2025-01-06,0.7102,0.8031699999999999
2025-01-13,0.71656,0.84281
2025-01-20,0.72757,0.8465499999999999
2025-01-27,0.7343999999999999,0.83724
2025-02-03,0.71029,0.8109400000000001
2025-02-10,0.72615,0.81553
2025-02-17,0.76236,0.84025
2025-02-24,0.74358,0.8443099999999999
2025-03-03,0.7476499999999999,0.84302
2025-03-10,0.6879400000000001,0.79263
2025-03-17,0.67879,0.77486
2025-03-24,0.67414,0.77811
2025-03-31,0.6804199999999999,0.77279
2025-04-07,0.7074,0.76559
2025-04-14,0.68022,0.73751
2025-04-21,0.65385,0.7157
2025-04-28,0.65135,0.7050599999999999
2025-05-05,0.68363,0.73314
2025-05-12,0.68241,0.72865
2025-05-19,0.6670499999999999,0.7129
2025-05-26,0.6825,0.72856
2025-06-02,0.66014,0.70077
2025-06-09,0.63618,0.69712
2025-06-16,0.70756,0.76824
2025-06-23,0.6822,0.7777000000000001
2025-06-30,0.69723,0.79292
2025-07-07,0.6675,0.76114
2025-07-14,0.6811900000000001,0.78416
2025-07-21,0.6811900000000001,0.75193
2025-07-28,0.65886,0.7586499999999999
2025-08-04,0.67064,0.78495
2025-08-11,0.66715,0.75679
2025-08-18,0.6733300000000001,0.75037
2025-08-25,0.6733300000000001,0.77516
2025-09-01,0.66977,0.74179
2025-09-08,0.68035,0.75379
2025-09-15,0.66577,0.74964
2025-09-22,0.66753,0.74524
2025-09-29,0.66753,0.75351
2025-10-06,0.6874928925619834,0.778947438016529
2025-10-13,0.6785507438016529,0.752955702479339
2025-10-20,0.6804267768595041,0.765129256198347
2025-10-27,0.6707325619834711,0.7292201652892563
2025-11-03,0.6863950190082645,0.7744033834710744
2025-11-10,0.675039647107438,0.8096182595041322
2025-11-17,0.6923289033057851,0.8081554495867769
2025-11-24,0.7067917132231406,0.8248827223140495
2025-12-01,0.695345432231405,0.8142380942148761
2025-12-08,0.6876512173553719,0.7814612347107438
2025-12-15,0.6539404735537191,0.7653124743801654
2025-12-22,0.6197917132231406,0.7253951190082646
2025-12-29,0.5967008041322315,0.7071471851239669
2026-01-05,0.5967008041322315,0.7071471851239669
2026-01-12,0.6096264239669422,0.7174529702479339
2026-01-19,0.6140479115702481,0.7081058628099174
2026-01-26,0.6196181595041323,0.7402959454545455
2026-02-02,0.6387008041322315,0.7519984247933884
2026-02-09,0.6347586553719009,0.7480480115702479
2026-02-16,0.6551718785123968,0.7924860280991735
2026-02-23,0.6425933661157026,0.7446099950413224
2026-03-02,0.6733371677685951,0.789436441322314
2026-03-09,0.7460727049586778,0.9260975983471074
2026-03-16,0.7976760107438017,1.0302876809917354
2026-03-23,0.8886016305785125,1.1883124743801654
2026-03-30,0.9273702256198346,1.2390728049586777
2026-04-06,0.9671966719008265,1.3086595818181819
2026-04-13,0.9493784900826447,1.322163714049587
2026-04-20,0.9159735314049587,1.212320738842975
